dataset,item_id,title,genres,category,metadata_json,source
ml-latest,36,Dead Man Walking (1995),Crime|Drama,Crime,"{""release_year"": 1995, ""primary_genre"": ""Crime""}",ml-latest/movies.csv
ml-latest,37,Across the Sea of Time (1995),Documentary|IMAX,Documentary,"{""release_year"": 1995, ""primary_genre"": ""Documentary""}",ml-latest/movies.csv
ml-latest,38,It Takes Two (1995),Children|Comedy,Children,"{""release_year"": 1995, ""primary_genre"": ""Children""}",ml-latest/movies.csv
ml-latest,39,Clueless (1995),Comedy|Romance,Comedy,"{""release_year"": 1995, ""primary_genre"": ""Comedy""}",ml-latest/movies.csv
ml-latest,40,"Cry, the Beloved Country (1995)",Drama,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-latest/movies.csv
ml-latest,41,Richard III (1995),Drama|War,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-latest/movies.csv
ml-latest,42,Dead Presidents (1995),Action|Crime|Drama,Action,"{""release_year"": 1995, ""primary_genre"": ""Action""}",ml-latest/movies.csv
ml-latest,43,Restoration (1995),Drama,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-latest/movies.csv
ml-latest,44,Mortal Kombat (1995),Action|Adventure|Fantasy,Action,"{""release_year"": 1995, ""primary_genre"": ""Action""}",ml-latest/movies.csv
ml-latest,45,To Die For (1995),Comedy|Drama|Thriller,Comedy,"{""release_year"": 1995, ""primary_genre"": ""Comedy""}",ml-latest/movies.csv
ml-latest,46,How to Make an American Quilt (1995),Drama|Romance,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-latest/movies.csv
ml-latest,47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,Mystery,"{""release_year"": 1995, ""primary_genre"": ""Mystery""}",ml-latest/movies.csv
ml-latest,48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,Animation,"{""release_year"": 1995, ""primary_genre"": ""Animation""}",ml-latest/movies.csv
ml-latest,49,When Night Is Falling (1995),Drama|Romance,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-latest/movies.csv
ml-latest,50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,Crime,"{""release_year"": 1995, ""primary_genre"": ""Crime""}",ml-latest/movies.csv
ml-latest,51,Guardian Angel (1994),Action|Drama|Thriller,Action,"{""release_year"": 1994, ""primary_genre"": ""Action""}",ml-latest/movies.csv
ml-latest,52,Mighty Aphrodite (1995),Comedy|Drama|Romance,Comedy,"{""release_year"": 1995, ""primary_genre"": ""Comedy""}",ml-latest/movies.csv
ml-latest,53,Lamerica (1994),Adventure|Drama,Adventure,"{""release_year"": 1994, ""primary_genre"": ""Adventure""}",ml-latest/movies.csv
ml-latest,54,"Big Green, The (1995)",Children|Comedy,Children,"{""release_year"": 1995, ""primary_genre"": ""Children""}",ml-latest/movies.csv
ml-latest,55,Georgia (1995),Drama,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-latest/movies.csv
ml-latest,56,Kids of the Round Table (1995),Adventure|Children|Comedy|Fantasy,Adventure,"{""release_year"": 1995, ""primary_genre"": ""Adventure""}",ml-latest/movies.csv
ml-latest,57,Home for the Holidays (1995),Drama,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-latest/movies.csv
ml-latest,58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,Comedy,"{""release_year"": 1994, ""primary_genre"": ""Comedy""}",ml-latest/movies.csv
ml-latest,59,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-latest/movies.csv
ml-latest,60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,Adventure,"{""release_year"": 1995, ""primary_genre"": ""Adventure""}",ml-latest/movies.csv
ml-latest,61,Eye for an Eye (1996),Drama|Thriller,Drama,"{""release_year"": 1996, ""primary_genre"": ""Drama""}",ml-latest/movies.csv
ml-latest,62,Mr. Holland's Opus (1995),Drama,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-latest/movies.csv
ml-latest,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,Comedy,"{""release_year"": 1996, ""primary_genre"": ""Comedy""}",ml-latest/movies.csv
ml-latest,64,Two if by Sea (1996),Comedy|Romance,Comedy,"{""release_year"": 1996, ""primary_genre"": ""Comedy""}",ml-latest/movies.csv
ml-latest,65,Bio-Dome (1996),Comedy,Comedy,"{""release_year"": 1996, ""primary_genre"": ""Comedy""}",ml-latest/movies.csv
ml-latest,66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,Action,"{""release_year"": 1996, ""primary_genre"": ""Action""}",ml-latest/movies.csv
ml-latest,67,Two Bits (1995),Drama,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-latest/movies.csv
ml-latest,68,French Twist (Gazon maudit) (1995),Comedy|Romance,Comedy,"{""release_year"": 1995, ""primary_genre"": ""Comedy""}",ml-latest/movies.csv
ml-latest,69,Friday (1995),Comedy,Comedy,"{""release_year"": 1995, ""primary_genre"": ""Comedy""}",ml-latest/movies.csv
ml-latest,70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,Action,"{""release_year"": 1996, ""primary_genre"": ""Action""}",ml-latest/movies.csv
ml-latest,71,Fair Game (1995),Action,Action,"{""release_year"": 1995, ""primary_genre"": ""Action""}",ml-latest/movies.csv
ml-latest,72,Kicking and Screaming (1995),Comedy|Drama,Comedy,"{""release_year"": 1995, ""primary_genre"": ""Comedy""}",ml-latest/movies.csv
ml-latest,73,"Misérables, Les (1995)",Drama|War,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-latest/movies.csv
ml-latest,74,Bed of Roses (1996),Drama|Romance,Drama,"{""release_year"": 1996, ""primary_genre"": ""Drama""}",ml-latest/movies.csv
ml-latest,75,Big Bully (1996),Comedy|Drama,Comedy,"{""release_year"": 1996, ""primary_genre"": ""Comedy""}",ml-latest/movies.csv
ml-latest,76,Screamers (1995),Action|Sci-Fi|Thriller,Action,"{""release_year"": 1995, ""primary_genre"": ""Action""}",ml-latest/movies.csv
ml-latest,77,Nico Icon (1995),Documentary,Documentary,"{""release_year"": 1995, ""primary_genre"": ""Documentary""}",ml-latest/movies.csv
ml-latest,78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,Action,"{""release_year"": 1995, ""primary_genre"": ""Action""}",ml-latest/movies.csv
ml-latest,79,"Juror, The (1996)",Drama|Thriller,Drama,"{""release_year"": 1996, ""primary_genre"": ""Drama""}",ml-latest/movies.csv
ml-latest,80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,Children,"{""release_year"": 1995, ""primary_genre"": ""Children""}",ml-latest/movies.csv
ml-latest,81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,Crime,"{""release_year"": 1995, ""primary_genre"": ""Crime""}",ml-latest/movies.csv
ml-latest,82,Antonia's Line (Antonia) (1995),Comedy|Drama,Comedy,"{""release_year"": 1995, ""primary_genre"": ""Comedy""}",ml-latest/movies.csv
ml-latest,83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-latest/movies.csv
ml-latest,84,Last Summer in the Hamptons (1995),Comedy|Drama,Comedy,"{""release_year"": 1995, ""primary_genre"": ""Comedy""}",ml-latest/movies.csv
ml-latest,85,Angels and Insects (1995),Drama|Romance,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-latest/movies.csv
ml-latest,86,White Squall (1996),Action|Adventure|Drama,Action,"{""release_year"": 1996, ""primary_genre"": ""Action""}",ml-latest/movies.csv
ml-latest,87,Dunston Checks In (1996),Children|Comedy,Children,"{""release_year"": 1996, ""primary_genre"": ""Children""}",ml-latest/movies.csv
ml-latest,88,Black Sheep (1996),Comedy,Comedy,"{""release_year"": 1996, ""primary_genre"": ""Comedy""}",ml-latest/movies.csv
ml-latest,89,Nick of Time (1995),Action|Thriller,Action,"{""release_year"": 1995, ""primary_genre"": ""Action""}",ml-latest/movies.csv
ml-latest,90,The Journey of August King (1995),Drama,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-latest/movies.csv
ml-latest,92,Mary Reilly (1996),Drama|Horror|Thriller,Drama,"{""release_year"": 1996, ""primary_genre"": ""Drama""}",ml-latest/movies.csv
ml-latest,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,Comedy,"{""release_year"": 1995, ""primary_genre"": ""Comedy""}",ml-latest/movies.csv
ml-latest,94,Beautiful Girls (1996),Comedy|Drama|Romance,Comedy,"{""release_year"": 1996, ""primary_genre"": ""Comedy""}",ml-latest/movies.csv
ml-latest,95,Broken Arrow (1996),Action|Adventure|Thriller,Action,"{""release_year"": 1996, ""primary_genre"": ""Action""}",ml-latest/movies.csv
ml-latest,96,In the Bleak Midwinter (1995),Comedy|Drama,Comedy,"{""release_year"": 1995, ""primary_genre"": ""Comedy""}",ml-latest/movies.csv
ml-latest,97,"Hate (Haine, La) (1995)",Crime|Drama,Crime,"{""release_year"": 1995, ""primary_genre"": ""Crime""}",ml-latest/movies.csv
ml-latest,98,Shopping (1994),Action|Thriller,Action,"{""release_year"": 1994, ""primary_genre"": ""Action""}",ml-latest/movies.csv
ml-latest,99,Heidi Fleiss: Hollywood Madam (1995),Documentary,Documentary,"{""release_year"": 1995, ""primary_genre"": ""Documentary""}",ml-latest/movies.csv
ml-latest,100,City Hall (1996),Drama|Thriller,Drama,"{""release_year"": 1996, ""primary_genre"": ""Drama""}",ml-latest/movies.csv
ml-latest,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,Adventure,"{""release_year"": 1996, ""primary_genre"": ""Adventure""}",ml-latest/movies.csv
