dataset,item_id,title,genres,category,metadata_json,source
genome_2021,46,How to Make an American Quilt (1995),,movie,"{""directedBy"": ""Jocelyn Moorhouse"", ""starring"": ""Anne Bancroft, Ellen Burstyn, Kate Nelligan, Winona Ryder"", ""avgRating"": 3.2631, ""imdbId"": ""0113347""}",genome_2021/raw/metadata.json
genome_2021,47,Seven (a.k.a. Se7en) (1995),,movie,"{""directedBy"": ""David Fincher"", ""starring"": ""Brad Pitt, Morgan Freeman, Gwyneth Paltrow, John C. McGinley, Kevin Spacey"", ""avgRating"": 4.08292, ""imdbId"": ""0114369""}",genome_2021/raw/metadata.json
genome_2021,48,Pocahontas (1995),,movie,"{""directedBy"": ""Mike Gabriel, Eric Goldberg"", ""starring"": ""Mel Gibson, Irene Bedard, Linda Hunt, Judy Kuhn, Christian Bale"", ""avgRating"": 2.97526, ""imdbId"": ""0114148""}",genome_2021/raw/metadata.json
genome_2021,49,When Night Is Falling (1995),,movie,"{""directedBy"": ""Patricia Rozema"", ""starring"": ""Henry Czerny, David Fox, Pascale Bussi\u00e8res, Rachael Crawford"", ""avgRating"": 3.53455, ""imdbId"": ""0114916""}",genome_2021/raw/metadata.json
genome_2021,50,"Usual Suspects, The (1995)",,movie,"{""directedBy"": ""Bryan Singer"", ""starring"": ""Stephen Baldwin, Gabriel Byrne, Benicio Del Toro, Kevin Pollak, Kevin Spacey, Chazz Palminteri, Pete Postlethwaite, Giancarlo Esposito, Suzy Amis, Dan Hedaya, Paul Bartel, Clark Gregg, Louis Lombardi, Vito D'Ambrosio, Peter Greene"", ""avgRating"": 4.27727, ""imdbId"": ""0114814""}",genome_2021/raw/metadata.json
genome_2021,51,Guardian Angel (1994),,movie,"{""directedBy"": ""Richard W. Munchkin"", ""starring"": ""Daniel McVicar, Marshall R. Teague, Lydie Denier, Cynthia Rothrock"", ""avgRating"": 2.61111, ""imdbId"": ""0109950""}",genome_2021/raw/metadata.json
genome_2021,52,Mighty Aphrodite (1995),,movie,"{""directedBy"": ""Woody Allen"", ""starring"": ""Woody Allen, Mira Sorvino, F. Murray Abraham, Helena Bonham Carter, Olympia Dukakis, Michael Rapaport, David Ogden Stiers, Peter Weller, Jack Warden"", ""avgRating"": 3.53066, ""imdbId"": ""0113819""}",genome_2021/raw/metadata.json
genome_2021,53,Lamerica (1994),,movie,"{""directedBy"": ""Gianni Amelio"", ""starring"": ""Carmelo Di Mazzarelli, Enrico Lo Verso, Piro Milkani, Michele Placido"", ""avgRating"": 3.69697, ""imdbId"": ""0110299""}",genome_2021/raw/metadata.json
genome_2021,54,"Big Green, The (1995)",,movie,"{""directedBy"": ""Holly Goldberg Sloan"", ""starring"": ""Steve Guttenberg, Jay O. Sanders, John Terry, Olivia d'Abo"", ""avgRating"": 2.84078, ""imdbId"": ""0112499""}",genome_2021/raw/metadata.json
genome_2021,55,Georgia (1995),,movie,"{""directedBy"": ""Ulu Grosbard"", ""starring"": ""Ted Levine, Max Perlich, Jennifer Jason Leigh, Mare Winningham"", ""avgRating"": 3.22709, ""imdbId"": ""0113158""}",genome_2021/raw/metadata.json
genome_2021,56,Kids of the Round Table (1995),,movie,"{""directedBy"": ""Robert Tinnell"", ""starring"": ""Justin Borntraeger,Michael Ironside,Malcolm McDowell,Roc LaFortune,Johnny Morina,Christopher Olscamp"", ""avgRating"": 2.06024, ""imdbId"": ""0113541""}",genome_2021/raw/metadata.json
genome_2021,57,Home for the Holidays (1995),,movie,"{""directedBy"": ""Jodie Foster"", ""starring"": ""Robert Downey Jr., Claire Danes, Charles Durning, Anne Bancroft, Holly Hunter"", ""avgRating"": 3.3201, ""imdbId"": ""0113321""}",genome_2021/raw/metadata.json
genome_2021,58,"Postman, The (Postino, Il) (1994)",,movie,"{""directedBy"": ""Michael Radford"", ""starring"": ""Philippe Noiret, Massimo Troisi, Maria Grazia Cucinotta, Renato Scarpa, Linda Moretti"", ""avgRating"": 3.96328, ""imdbId"": ""0110877""}",genome_2021/raw/metadata.json
genome_2021,59,"Confessional, The (Confessionnal, Le) (1995)",,movie,"{""directedBy"": ""Robert Lepage"", ""starring"": ""Lothaire Bluteau, Patrick Goyette, Jean-Louis Millette, Kristin Scott Thomas, Ron Burrage, Richard Fr\u00e9chette"", ""avgRating"": 3.59903, ""imdbId"": ""0112714""}",genome_2021/raw/metadata.json
genome_2021,60,"Indian in the Cupboard, The (1995)",,movie,"{""directedBy"": ""Frank Oz"", ""starring"": ""Hal Scardino, Litefoot, Lindsay Crouse, Richard Jenkins, Steve Coogan, David Keith, Vincent Kartheiser, Nestor Serrano, Michael Papajohn"", ""avgRating"": 3.0664, ""imdbId"": ""0113419""}",genome_2021/raw/metadata.json
genome_2021,61,Eye for an Eye (1996),,movie,"{""directedBy"": ""John Schlesinger"", ""starring"": ""Ed Harris, Olivia Burnette, Sally Field, Alexandra Kyle"", ""avgRating"": 3.32966, ""imdbId"": ""0116260""}",genome_2021/raw/metadata.json
genome_2021,62,Mr. Holland's Opus (1995),,movie,"{""directedBy"": ""Stephen Herek"", ""starring"": ""Richard Dreyfuss, Jay Thomas, Olympia Dukakis, Glenne Headly"", ""avgRating"": 3.7419, ""imdbId"": ""0113862""}",genome_2021/raw/metadata.json
genome_2021,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),,movie,"{""directedBy"": ""Paris Barclay"", ""starring"": ""Marlon Wayans, Shawn Wayans, Tracey Cherelle Jones, Vivian Smallwood"", ""avgRating"": 3.12461, ""imdbId"": ""0116126""}",genome_2021/raw/metadata.json
genome_2021,64,Two if by Sea (1996),,movie,"{""directedBy"": ""Bill Bennett"", ""starring"": ""Stephen Dillane, Yaphet Kotto, Denis Leary, Sandra Bullock"", ""avgRating"": 2.83667, ""imdbId"": ""0118002""}",genome_2021/raw/metadata.json
genome_2021,65,Bio-Dome (1996),,movie,"{""directedBy"": ""Jason Bloom"", ""starring"": ""William Atherton, Denise Dowse, Dara Tomanovich, Kevin West, Kylie Minogue, Pauly Shore, Stephen Baldwin, Joey Lauren Adams, Rose McGowan, Jack Black, Kyle Gass, Phil LaMarr, "", ""avgRating"": 2.39693, ""imdbId"": ""0115683""}",genome_2021/raw/metadata.json
genome_2021,66,Lawnmower Man 2: Beyond Cyberspace (1996),,movie,"{""directedBy"": ""Farhad Mann"", ""starring"": ""Patrick Bergin, Matt Frewer, Austin O'Brien, Ely Pouget"", ""avgRating"": 2.15887, ""imdbId"": ""0116839""}",genome_2021/raw/metadata.json
genome_2021,67,Two Bits (1995),,movie,"{""directedBy"": ""James Foley"", ""starring"": ""Jerry Barone, Patrick Borriello, Al Pacino, Mary Elizabeth Mastrantonio"", ""avgRating"": 3.3388, ""imdbId"": ""0114753""}",genome_2021/raw/metadata.json
genome_2021,68,French Twist (Gazon maudit) (1995),,movie,"{""directedBy"": ""Josiane Balasko"", ""starring"": ""Victoria Abril, Josiane Balasko, Alain Chabat, Ticky Holgado, Catherine Hiegel, Catherine Samie"", ""avgRating"": 3.45188, ""imdbId"": ""0113149""}",genome_2021/raw/metadata.json
genome_2021,69,Friday (1995),,movie,"{""directedBy"": ""F. Gary Gray"", ""starring"": ""Ice Cube, Tom 'Tiny' Lister Jr., Chris Tucker, Nia Long, Sandra Bernhard"", ""avgRating"": 3.55209, ""imdbId"": ""0113118""}",genome_2021/raw/metadata.json
genome_2021,70,From Dusk Till Dawn (1996),,movie,"{""directedBy"": ""Robert Rodriguez"", ""starring"": ""George Clooney, Quentin Tarantino, Harvey Keitel, Juliette Lewis, Ernest Liu, Salma Hayek, Cheech Marin, Danny Trejo, Tom Savini, Fred Williamson, John Saxon, Kelly Preston, John Hawkes, Mike Moroff, Tia Texada"", ""avgRating"": 3.33222, ""imdbId"": ""0116367""}",genome_2021/raw/metadata.json
genome_2021,71,Fair Game (1995),,movie,"{""directedBy"": ""Andrew Sipes"", ""starring"": ""William Baldwin, Steven Berkoff, Christopher McDonald, Cindy Crawford"", ""avgRating"": 2.35394, ""imdbId"": ""0113010""}",genome_2021/raw/metadata.json
genome_2021,72,Kicking and Screaming (1995),,movie,"{""directedBy"": ""Noah Baumbach"", ""starring"": ""Jonathan Baumbach, Sam Gould, Josh Hamilton, Catherine Kellner"", ""avgRating"": 3.48184, ""imdbId"": ""0113537""}",genome_2021/raw/metadata.json
genome_2021,73,"Misérables, Les (1995)",,movie,"{""directedBy"": ""Claude Lelouch"", ""starring"": ""Jean-Paul Belmondo, Michel Boujenah, Alessandra Martines, Salom\u00e9 Lelouch"", ""avgRating"": 3.79641, ""imdbId"": ""0113828""}",genome_2021/raw/metadata.json
genome_2021,74,Bed of Roses (1996),,movie,"{""directedBy"": ""Michael Goldenberg"", ""starring"": ""Josh Brolin, Christian Slater, Mary Stuart Masterson, Pamela Segall"", ""avgRating"": 3.29413, ""imdbId"": ""0115644""}",genome_2021/raw/metadata.json
genome_2021,75,Big Bully (1996),,movie,"{""directedBy"": ""Steve Miner"", ""starring"": ""Tom Arnold, Rick Moranis, Carol Kane, Julianne Phillips"", ""avgRating"": 2.4538, ""imdbId"": ""0115676""}",genome_2021/raw/metadata.json
genome_2021,76,Screamers (1995),,movie,"{""directedBy"": ""Christian Duguay"", ""starring"": ""Roy Dupuis, Andrew Lauer, Peter Weller, Jennifer Rubin"", ""avgRating"": 3.02208, ""imdbId"": ""0114367""}",genome_2021/raw/metadata.json
genome_2021,77,Nico Icon (1995),,movie,"{""directedBy"": ""Susanne Ofteringer"", ""starring"": ""Nico, Christian Aaron Boulogne, Tina Aumont, Edith Boulogne"", ""avgRating"": 3.43939, ""imdbId"": ""0113973""}",genome_2021/raw/metadata.json
genome_2021,78,"Crossing Guard, The (1995)",,movie,"{""directedBy"": ""Sean Penn"", ""starring"": ""David Morse, Jack Nicholson, Anjelica Huston, Robin Wright Penn"", ""avgRating"": 3.16794, ""imdbId"": ""0112744""}",genome_2021/raw/metadata.json
genome_2021,79,"Juror, The (1996)",,movie,"{""directedBy"": ""Brian Gibson"", ""starring"": ""Alec Baldwin, Joseph Gordon-Levitt, Anne Heche, Demi Moore"", ""avgRating"": 3.15719, ""imdbId"": ""0116731""}",genome_2021/raw/metadata.json
genome_2021,80,"White Balloon, The (Badkonake sefid) (1995)",,movie,"{""directedBy"": ""Jafar Panahi"", ""starring"": ""Aida Mohammadkhani, Mohsen Kafili, Fereshteh Sadr Orfani, Anna Borkowska, Mohammad Shahani"", ""avgRating"": 3.73382, ""imdbId"": ""0112445""}",genome_2021/raw/metadata.json
genome_2021,81,Things to Do in Denver When You're Dead (1995),,movie,"{""directedBy"": ""Gary Fleder"", ""starring"": ""Andy Garcia, Christopher Lloyd, William Forsythe, Steve Buscemi, Christopher Walken"", ""avgRating"": 3.26571, ""imdbId"": ""0114660""}",genome_2021/raw/metadata.json
genome_2021,82,Antonia's Line (Antonia) (1995),,movie,"{""directedBy"": ""Marleen Gorris"", ""starring"": ""Willeke van Ammelrooy, Els Dottermans, Dora van der Groen, Veerle van Overloop, Jan Decleir, Victor L\u00f6w"", ""avgRating"": 4.01164, ""imdbId"": ""0112379""}",genome_2021/raw/metadata.json
genome_2021,83,Once Upon a Time... When We Were Colored (1995),,movie,"{""directedBy"": ""Tim Reid"", ""starring"": ""Al Freeman Jr., Phylicia Rashad, Paula Kelly, Leon, Salli Richardson-Whitfield, Anna Maria Horsford, Isaac Hayes"", ""avgRating"": 3.64911, ""imdbId"": ""0114039""}",genome_2021/raw/metadata.json
genome_2021,84,Last Summer in the Hamptons (1995),,movie,"{""directedBy"": ""Henry Jaglom"", ""starring"": ""Jon Robin Baitz, Victoria Foyt, Melissa Leo, Viveca Lindfors"", ""avgRating"": 3.38024, ""imdbId"": ""0113612""}",genome_2021/raw/metadata.json
genome_2021,85,Angels and Insects (1995),,movie,"{""directedBy"": ""Philip Haas"", ""starring"": ""Mark Rylance, Kristin Scott Thomas, Patsy Kensit, Jeremy Kemp, Douglas Henshall"", ""avgRating"": 3.54038, ""imdbId"": ""0112365""}",genome_2021/raw/metadata.json
genome_2021,86,White Squall (1996),,movie,"{""directedBy"": ""Ridley Scott"", ""starring"": ""Jeff Bridges, Caroline Goodall, John Savage, Scott Wolf, Jeremy Sisto, Ryan Phillippe, David Lascher, Eric Michael Cole, Jason Marsden, Julio Oscar Mechoso, Zeljko Ivanek, Balthazar Getty, Ethan Embry, James Rebhorn"", ""avgRating"": 3.48415, ""imdbId"": ""0118158""}",genome_2021/raw/metadata.json
genome_2021,87,Dunston Checks In (1996),,movie,"{""directedBy"": ""Ken Kwapis"", ""starring"": ""Jason Alexander, Rupert Everett, Eric Lloyd, Faye Dunaway"", ""avgRating"": 2.41777, ""imdbId"": ""0116151""}",genome_2021/raw/metadata.json
