dataset,user_id,item_id,rating,timestamp,split,context_json,source
fake_review_detection,lxC4kHkV5kfh1DyuDg-kFQ,dLS8GPg-K1O-zJ3VJAtiyg,4,1343001600,train,"{""flagged"": 1.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 79.0}",fake-review-detection/new_data_train.csv
fake_review_detection,_CZ87zelhp37qmJBwepHuQ,ms5ge1XY9-Alu7HkybAMdQ,4,1332892800,train,"{""flagged"": 0.0, ""restaurant_rating"": 3.5, ""reviewUsefulCount"": 2.0, ""ReviewLength"": 88.0}",fake-review-detection/new_data_train.csv
fake_review_detection,fnSp8xGjlJVVHxB7csiwtg,NYhIkpTi4ffmkAu4o2aKuA,4,1208476800,train,"{""flagged"": 1.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 9.0}",fake-review-detection/new_data_train.csv
fake_review_detection,6mwqn7igyC87KSxt79a6ew,cQnY_VneZisfUAqcbuEuKg,4,1299024000,train,"{""flagged"": 1.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 47.0}",fake-review-detection/new_data_train.csv
fake_review_detection,WjjoZEBb3ZgorMUW9FlAEA,Z2nOMPedr7XYhgYhILJjEA,5,1247011200,train,"{""flagged"": 0.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 9.0}",fake-review-detection/new_data_train.csv
fake_review_detection,JE1cGhUpYR017DLuYfrZQA,6PQTqW9j-sriDBQyQCJbjw,4,1226448000,train,"{""flagged"": 0.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 53.0}",fake-review-detection/new_data_train.csv
fake_review_detection,y6UplUH72gl3eBtG6ACa1w,pbEiXam9YJL3neCYHGwLUA,3,1341964800,train,"{""flagged"": 0.0, ""restaurant_rating"": 4.5, ""reviewUsefulCount"": 3.0, ""ReviewLength"": 254.0}",fake-review-detection/new_data_train.csv
fake_review_detection,pwzglYJKbDlD-Wn9vRIABQ,yBRaSkuYwFhYEoucDyD0lA,5,1167955200,train,"{""flagged"": 1.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 71.0}",fake-review-detection/new_data_train.csv
fake_review_detection,Fa4mKTH1Qclp-iyKAhXkOw,43rd1LKcZRIunySzbMsyLQ,5,1323043200,train,"{""flagged"": 1.0, ""restaurant_rating"": 4.5, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 23.0}",fake-review-detection/new_data_train.csv
fake_review_detection,FtiocxJuP_RebtIqotRrpg,_UJ3KqtHIHjExbAg-iIGUA,5,1272931200,train,"{""flagged"": 1.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 22.0}",fake-review-detection/new_data_train.csv
fake_review_detection,CNuK9vli9KOA0rd7EKo9cQ,50gFzdVglOz88eFJ6v-26A,1,1309392000,train,"{""flagged"": 1.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 160.0}",fake-review-detection/new_data_train.csv
fake_review_detection,QyjJ6WFZLBzgXopffaVCNw,sR4EOfPuI-at41uIxIZPhw,5,1175212800,train,"{""flagged"": 0.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 1.0, ""ReviewLength"": 102.0}",fake-review-detection/new_data_train.csv
fake_review_detection,otuz5b1thuDpo4RDXZNEyw,4wreIFjaPMppyEnzKHbozg,1,1329177600,train,"{""flagged"": 0.0, ""restaurant_rating"": 3.5, ""reviewUsefulCount"": 2.0, ""ReviewLength"": 227.0}",fake-review-detection/new_data_train.csv
fake_review_detection,OtWievJKMhPmKizsttJhAQ,JDNZxz0ud7zhuPo5pqznMA,5,1301356800,train,"{""flagged"": 0.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 1.0, ""ReviewLength"": 174.0}",fake-review-detection/new_data_train.csv
fake_review_detection,16E-P9m5GIudGVcIpdUqWQ,rnjz2KNgsQ2YaC_kjeuuAQ,4,1298160000,train,"{""flagged"": 1.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 145.0}",fake-review-detection/new_data_train.csv
fake_review_detection,4S2nGwKl5yGlx2vST9uJPA,Btjt4D8dJ-yEdsts3Tj5Hg,2,1306627200,train,"{""flagged"": 1.0, ""restaurant_rating"": 3.5, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 171.0}",fake-review-detection/new_data_train.csv
fake_review_detection,w2TnWh8YKazvTuGjGkHLSw,ms5ge1XY9-Alu7HkybAMdQ,4,1282953600,train,"{""flagged"": 0.0, ""restaurant_rating"": 3.5, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 11.0}",fake-review-detection/new_data_train.csv
fake_review_detection,mH2qfgd8jiKrAxX3vkmSZA,oEFJ29zAQaCNnQzebHQvpg,4,1194998400,train,"{""flagged"": 0.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 4.0, ""ReviewLength"": 93.0}",fake-review-detection/new_data_train.csv
fake_review_detection,yureVQFy5-LvSrQxAcUP5Q,Pcg4FtfbvSMMwrYuE1yVjQ,5,1292371200,train,"{""flagged"": 0.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 53.0}",fake-review-detection/new_data_train.csv
fake_review_detection,BFplAp71Ofd9JF6mv2xU_A,FCcgXODBs6O7MGH3VZNyLQ,3,1221350400,train,"{""flagged"": 0.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 1.0, ""ReviewLength"": 23.0}",fake-review-detection/new_data_train.csv
fake_review_detection,I_BEIY9NsYD8_p8DDHr5GA,50gFzdVglOz88eFJ6v-26A,2,1331683200,train,"{""flagged"": 1.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 75.0}",fake-review-detection/new_data_train.csv
fake_review_detection,S8fLS6LFCIHWx38g279QhQ,OKOfoisduqP24uK3WYvx7Q,1,1324857600,train,"{""flagged"": 1.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 166.0}",fake-review-detection/new_data_train.csv
fake_review_detection,-HtMRmeEXjylC9VRBOmxYA,sfWMOqUEp8S2adDeJp7Kzg,4,1340841600,train,"{""flagged"": 0.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 49.0}",fake-review-detection/new_data_train.csv
fake_review_detection,SqsqPX-E_pkcTIPfe5hoXA,oLM9piDKbj2PDgy-m3XEcQ,5,1247011200,train,"{""flagged"": 1.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 42.0}",fake-review-detection/new_data_train.csv
fake_review_detection,CiQk5MWr2uF5KtkUUgMj9A,jGiKIJCVLZHXQDSNnSLPsw,4,1271203200,train,"{""flagged"": 0.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 79.0}",fake-review-detection/new_data_train.csv
fake_review_detection,R6R3vl8K458KlxI_Y_oj9g,3Mx2PM7v8qjqhgF3cDXxbQ,4,1339977600,train,"{""flagged"": 1.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 114.0}",fake-review-detection/new_data_train.csv
fake_review_detection,zZWCAVV1PHXc500V_VeBQA,43rd1LKcZRIunySzbMsyLQ,5,1312761600,train,"{""flagged"": 1.0, ""restaurant_rating"": 4.5, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 36.0}",fake-review-detection/new_data_train.csv
fake_review_detection,G01Ef4h3v1Hp_BFvG2fX8w,O6uWHgJzylSjWjPSJKGhnQ,4,1248134400,train,"{""flagged"": 0.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 30.0}",fake-review-detection/new_data_train.csv
fake_review_detection,Y6nyQsIe0xRo-Oef6xwi4Q,FCcgXODBs6O7MGH3VZNyLQ,1,1245196800,train,"{""flagged"": 0.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 62.0}",fake-review-detection/new_data_train.csv
fake_review_detection,bC4t1_Ax8dilK3EF1_W4cw,qkfBgSCbekH3DHTanVL1_w,5,1274832000,train,"{""flagged"": 1.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 40.0}",fake-review-detection/new_data_train.csv
fake_review_detection,Wj871i4Nuz8gCIg_xL5tAg,4wreIFjaPMppyEnzKHbozg,5,1300233600,train,"{""flagged"": 1.0, ""restaurant_rating"": 3.5, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 8.0}",fake-review-detection/new_data_train.csv
fake_review_detection,UugCW88CuYRTqhmz3GtvvQ,pbEiXam9YJL3neCYHGwLUA,5,1260144000,train,"{""flagged"": 0.0, ""restaurant_rating"": 4.5, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 38.0}",fake-review-detection/new_data_train.csv
fake_review_detection,kO7-K0ofm6BizI55uq_Nqw,_n3OmwreEGPQmiHKklsD8w,1,1324598400,train,"{""flagged"": 1.0, ""restaurant_rating"": 3.5, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 241.0}",fake-review-detection/new_data_train.csv
fake_review_detection,A8WL7DdOtkuvlJTEFzD5bg,hylBw5ND7XyPldM6BN28vw,1,1337644800,train,"{""flagged"": 1.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 153.0}",fake-review-detection/new_data_train.csv
fake_review_detection,IfRd2TtPgaJTw-njlTVnww,yBRaSkuYwFhYEoucDyD0lA,5,1325548800,train,"{""flagged"": 0.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 26.0}",fake-review-detection/new_data_train.csv
fake_review_detection,S54-D2p-JHwEOSjjrmxdMA,euO3-H92LCivH2B0CQPlnw,5,1343260800,train,"{""flagged"": 0.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 1.0, ""ReviewLength"": 153.0}",fake-review-detection/new_data_train.csv
fake_review_detection,LcVX5dauEj520I56PfpPvQ,3Mx2PM7v8qjqhgF3cDXxbQ,4,1318723200,train,"{""flagged"": 1.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 9.0}",fake-review-detection/new_data_train.csv
fake_review_detection,DNOxFrb9oBklM8Le9sD8qQ,u_Ze5HkcNXgECvYvKS0HLA,4,1217980800,train,"{""flagged"": 1.0, ""restaurant_rating"": 3.5, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 75.0}",fake-review-detection/new_data_train.csv
fake_review_detection,NRSmV6PfQc7zw5VzYj1x0w,6PQTqW9j-sriDBQyQCJbjw,5,1274486400,train,"{""flagged"": 0.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 0.0, ""ReviewLength"": 28.0}",fake-review-detection/new_data_train.csv
fake_review_detection,x9IgmPVsWWLVH5hm_s5l6g,CQ75CQSyrsmb-S3UAwCHpw,5,1316563200,train,"{""flagged"": 0.0, ""restaurant_rating"": 4.0, ""reviewUsefulCount"": 1.0, ""ReviewLength"": 185.0}",fake-review-detection/new_data_train.csv
