dataset,item_id,title,genres,category,metadata_json,source
ml-32m,20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,Action,"{""release_year"": 1995, ""primary_genre"": ""Action""}",ml-32m/movies.csv
ml-32m,21,Get Shorty (1995),Comedy|Crime|Thriller,Comedy,"{""release_year"": 1995, ""primary_genre"": ""Comedy""}",ml-32m/movies.csv
ml-32m,22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,Crime,"{""release_year"": 1995, ""primary_genre"": ""Crime""}",ml-32m/movies.csv
ml-32m,23,Assassins (1995),Action|Crime|Thriller,Action,"{""release_year"": 1995, ""primary_genre"": ""Action""}",ml-32m/movies.csv
ml-32m,24,Powder (1995),Drama|Sci-Fi,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,25,Leaving Las Vegas (1995),Drama|Romance,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,26,Othello (1995),Drama,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,27,Now and Then (1995),Children|Drama,Children,"{""release_year"": 1995, ""primary_genre"": ""Children""}",ml-32m/movies.csv
ml-32m,28,Persuasion (1995),Drama|Romance,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,Adventure,"{""release_year"": 1995, ""primary_genre"": ""Adventure""}",ml-32m/movies.csv
ml-32m,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,Crime,"{""release_year"": 1995, ""primary_genre"": ""Crime""}",ml-32m/movies.csv
ml-32m,31,Dangerous Minds (1995),Drama,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,Mystery,"{""release_year"": 1995, ""primary_genre"": ""Mystery""}",ml-32m/movies.csv
ml-32m,33,Wings of Courage (1995),Adventure|Romance|IMAX,Adventure,"{""release_year"": 1995, ""primary_genre"": ""Adventure""}",ml-32m/movies.csv
ml-32m,34,Babe (1995),Children|Drama,Children,"{""release_year"": 1995, ""primary_genre"": ""Children""}",ml-32m/movies.csv
ml-32m,35,Carrington (1995),Drama|Romance,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,36,Dead Man Walking (1995),Crime|Drama,Crime,"{""release_year"": 1995, ""primary_genre"": ""Crime""}",ml-32m/movies.csv
ml-32m,37,Across the Sea of Time (1995),Documentary|IMAX,Documentary,"{""release_year"": 1995, ""primary_genre"": ""Documentary""}",ml-32m/movies.csv
ml-32m,38,It Takes Two (1995),Children|Comedy,Children,"{""release_year"": 1995, ""primary_genre"": ""Children""}",ml-32m/movies.csv
ml-32m,39,Clueless (1995),Comedy|Romance,Comedy,"{""release_year"": 1995, ""primary_genre"": ""Comedy""}",ml-32m/movies.csv
ml-32m,40,"Cry, the Beloved Country (1995)",Drama,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,41,Richard III (1995),Drama|War,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,42,Dead Presidents (1995),Action|Crime|Drama,Action,"{""release_year"": 1995, ""primary_genre"": ""Action""}",ml-32m/movies.csv
ml-32m,43,Restoration (1995),Drama,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,44,Mortal Kombat (1995),Action|Adventure|Fantasy,Action,"{""release_year"": 1995, ""primary_genre"": ""Action""}",ml-32m/movies.csv
ml-32m,45,To Die For (1995),Comedy|Drama|Thriller,Comedy,"{""release_year"": 1995, ""primary_genre"": ""Comedy""}",ml-32m/movies.csv
ml-32m,46,How to Make an American Quilt (1995),Drama|Romance,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,Mystery,"{""release_year"": 1995, ""primary_genre"": ""Mystery""}",ml-32m/movies.csv
ml-32m,48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,Animation,"{""release_year"": 1995, ""primary_genre"": ""Animation""}",ml-32m/movies.csv
ml-32m,49,When Night Is Falling (1995),Drama|Romance,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,Crime,"{""release_year"": 1995, ""primary_genre"": ""Crime""}",ml-32m/movies.csv
ml-32m,51,Guardian Angel (1994),Action|Drama|Thriller,Action,"{""release_year"": 1994, ""primary_genre"": ""Action""}",ml-32m/movies.csv
ml-32m,52,Mighty Aphrodite (1995),Comedy|Drama|Romance,Comedy,"{""release_year"": 1995, ""primary_genre"": ""Comedy""}",ml-32m/movies.csv
ml-32m,53,Lamerica (1994),Adventure|Drama,Adventure,"{""release_year"": 1994, ""primary_genre"": ""Adventure""}",ml-32m/movies.csv
ml-32m,54,"Big Green, The (1995)",Children|Comedy,Children,"{""release_year"": 1995, ""primary_genre"": ""Children""}",ml-32m/movies.csv
ml-32m,55,Georgia (1995),Drama,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,56,Kids of the Round Table (1995),Adventure|Children|Comedy|Fantasy,Adventure,"{""release_year"": 1995, ""primary_genre"": ""Adventure""}",ml-32m/movies.csv
ml-32m,57,Home for the Holidays (1995),Drama,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,Comedy,"{""release_year"": 1994, ""primary_genre"": ""Comedy""}",ml-32m/movies.csv
ml-32m,59,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,Adventure,"{""release_year"": 1995, ""primary_genre"": ""Adventure""}",ml-32m/movies.csv
ml-32m,61,Eye for an Eye (1996),Drama|Thriller,Drama,"{""release_year"": 1996, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,62,Mr. Holland's Opus (1995),Drama,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,Comedy,"{""release_year"": 1996, ""primary_genre"": ""Comedy""}",ml-32m/movies.csv
ml-32m,64,Two if by Sea (1996),Comedy|Romance,Comedy,"{""release_year"": 1996, ""primary_genre"": ""Comedy""}",ml-32m/movies.csv
ml-32m,65,Bio-Dome (1996),Comedy,Comedy,"{""release_year"": 1996, ""primary_genre"": ""Comedy""}",ml-32m/movies.csv
ml-32m,66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,Action,"{""release_year"": 1996, ""primary_genre"": ""Action""}",ml-32m/movies.csv
ml-32m,67,Two Bits (1995),Drama,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,68,French Twist (Gazon maudit) (1995),Comedy|Romance,Comedy,"{""release_year"": 1995, ""primary_genre"": ""Comedy""}",ml-32m/movies.csv
ml-32m,69,Friday (1995),Comedy,Comedy,"{""release_year"": 1995, ""primary_genre"": ""Comedy""}",ml-32m/movies.csv
ml-32m,70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,Action,"{""release_year"": 1996, ""primary_genre"": ""Action""}",ml-32m/movies.csv
ml-32m,71,Fair Game (1995),Action,Action,"{""release_year"": 1995, ""primary_genre"": ""Action""}",ml-32m/movies.csv
ml-32m,72,Kicking and Screaming (1995),Comedy|Drama,Comedy,"{""release_year"": 1995, ""primary_genre"": ""Comedy""}",ml-32m/movies.csv
ml-32m,73,"Misérables, Les (1995)",Drama|War,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,74,Bed of Roses (1996),Drama|Romance,Drama,"{""release_year"": 1996, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,75,Big Bully (1996),Comedy|Drama,Comedy,"{""release_year"": 1996, ""primary_genre"": ""Comedy""}",ml-32m/movies.csv
ml-32m,76,Screamers (1995),Action|Sci-Fi|Thriller,Action,"{""release_year"": 1995, ""primary_genre"": ""Action""}",ml-32m/movies.csv
ml-32m,77,Nico Icon (1995),Documentary,Documentary,"{""release_year"": 1995, ""primary_genre"": ""Documentary""}",ml-32m/movies.csv
ml-32m,78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,Action,"{""release_year"": 1995, ""primary_genre"": ""Action""}",ml-32m/movies.csv
ml-32m,79,"Juror, The (1996)",Drama|Thriller,Drama,"{""release_year"": 1996, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,Children,"{""release_year"": 1995, ""primary_genre"": ""Children""}",ml-32m/movies.csv
ml-32m,81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,Crime,"{""release_year"": 1995, ""primary_genre"": ""Crime""}",ml-32m/movies.csv
ml-32m,82,Antonia's Line (Antonia) (1995),Comedy|Drama,Comedy,"{""release_year"": 1995, ""primary_genre"": ""Comedy""}",ml-32m/movies.csv
ml-32m,83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,84,Last Summer in the Hamptons (1995),Comedy|Drama,Comedy,"{""release_year"": 1995, ""primary_genre"": ""Comedy""}",ml-32m/movies.csv
ml-32m,85,Angels and Insects (1995),Drama|Romance,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,86,White Squall (1996),Action|Adventure|Drama,Action,"{""release_year"": 1996, ""primary_genre"": ""Action""}",ml-32m/movies.csv
ml-32m,87,Dunston Checks In (1996),Children|Comedy,Children,"{""release_year"": 1996, ""primary_genre"": ""Children""}",ml-32m/movies.csv
ml-32m,88,Black Sheep (1996),Comedy,Comedy,"{""release_year"": 1996, ""primary_genre"": ""Comedy""}",ml-32m/movies.csv
ml-32m,89,Nick of Time (1995),Action|Thriller,Action,"{""release_year"": 1995, ""primary_genre"": ""Action""}",ml-32m/movies.csv
ml-32m,90,The Journey of August King (1995),Drama,Drama,"{""release_year"": 1995, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,92,Mary Reilly (1996),Drama|Horror|Thriller,Drama,"{""release_year"": 1996, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,Comedy,"{""release_year"": 1995, ""primary_genre"": ""Comedy""}",ml-32m/movies.csv
ml-32m,94,Beautiful Girls (1996),Comedy|Drama|Romance,Comedy,"{""release_year"": 1996, ""primary_genre"": ""Comedy""}",ml-32m/movies.csv
ml-32m,95,Broken Arrow (1996),Action|Adventure|Thriller,Action,"{""release_year"": 1996, ""primary_genre"": ""Action""}",ml-32m/movies.csv
ml-32m,96,In the Bleak Midwinter (1995),Comedy|Drama,Comedy,"{""release_year"": 1995, ""primary_genre"": ""Comedy""}",ml-32m/movies.csv
ml-32m,97,"Hate (Haine, La) (1995)",Crime|Drama,Crime,"{""release_year"": 1995, ""primary_genre"": ""Crime""}",ml-32m/movies.csv
ml-32m,98,Shopping (1994),Action|Thriller,Action,"{""release_year"": 1994, ""primary_genre"": ""Action""}",ml-32m/movies.csv
ml-32m,99,Heidi Fleiss: Hollywood Madam (1995),Documentary,Documentary,"{""release_year"": 1995, ""primary_genre"": ""Documentary""}",ml-32m/movies.csv
ml-32m,100,City Hall (1996),Drama|Thriller,Drama,"{""release_year"": 1996, ""primary_genre"": ""Drama""}",ml-32m/movies.csv
ml-32m,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,Adventure,"{""release_year"": 1996, ""primary_genre"": ""Adventure""}",ml-32m/movies.csv
